category_path,emission_type,fuel_type,factor_value,unit_cn,source
制造业 > 工业其他行业 > 燃料燃烧 > 化石燃料燃烧 > 天然气 > 甲烷,甲烷,天然气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 燃料燃烧 > 化石燃料燃烧 > 天然气 > 氧化亚氮,氧化亚氮,天然气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,农业废弃物,100000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,薪柴,112000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,木炭,112000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,动物粪便,100000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,沼气,54600,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,其他生物气体,54600,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,城市生活垃圾(生物成因),100000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,生物汽油,70800,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,生物柴油,70800,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,其他液体生物质燃料,79600,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,方解石、文石和石灰石(CaCO₃),0.44,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,菱镁石(MgCO₃),0.522,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸钠或纯碱(Na₂CO₃),0.415,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸氢钠(NaHCO₃),0.524,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,菱铁矿或碳酸铁(FeCO₃),0.38,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,菱锰矿(MnCO₃),0.383,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸钡(BaCO₃),0.223,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸锂(Li₂CO₃),0.595,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸钾(K₂CO₃),0.318,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸锶(SrCO₃),0.298,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,白云石(CaMg(CO₃)₂),0.477,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,"铁白云石(Ca(Fe,Mg,Mn)(CO₃)₂)",0.40~0.48,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 工业其他行业 > 废弃物处理处置 > 废水处理 > 工业废水,工业废水,海洋、河流或湖泊排放,0.025,因子 (kgCH₄/kgCOD),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 废弃物处理处置 > 废水处理 > 工业废水,工业废水,集中好氧处理设施(管理完善),0,因子 (kgCH₄/kgCOD),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 废弃物处理处置 > 废水处理 > 工业废水,工业废水,集中好氧处理设施(管理不完善，超负荷),0.075,因子 (kgCH₄/kgCOD),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 废弃物处理处置 > 废水处理 > 工业废水,工业废水,污泥厌氧消化池(未考虑甲烷回收),0.2,因子 (kgCH₄/kgCOD),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 废弃物处理处置 > 废水处理 > 工业废水,工业废水,厌氧反应器(未考虑甲烷回收),0.2,因子 (kgCH₄/kgCOD),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 废弃物处理处置 > 废水处理 > 工业废水,工业废水,浅厌氧塘(深度不足2米),0.05,因子 (kgCH₄/kgCOD),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 废弃物处理处置 > 废水处理 > 工业废水,工业废水,深厌氧塘(深度超过2米),0.2,因子 (kgCH₄/kgCOD),数据来源于《2006年IPCC清单指南》
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 全国电力平均二氧化碳排放因子,全国电力平均二氧化碳排放因子,全国,0.5306,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华北,0.6361,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,东北,0.5122,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华东,0.55,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华中,0.5271,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,西北,0.5543,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,南方,0.4042,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,西南,0.2472,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,北京,0.5554,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,天津,0.6796,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,河北,0.6516,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,山西,0.6634,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,内蒙古,0.6479,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,辽宁,0.4878,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,吉林,0.4671,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,黑龙江,0.5229,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,上海,0.5737,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,江苏,0.5827,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,浙江,0.4974,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,安徽,0.6553,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,福建,0.4211,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,江西,0.5836,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,山东,0.6191,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,河南,0.5897,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,湖北,0.4044,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,湖南,0.4976,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,广东,0.4419,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,广西,0.4476,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,海南,0.3648,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,重庆,0.5581,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,四川,0.1564,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,贵州,0.5683,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,云南,0.1333,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,陕西,0.6335,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,甘肃,0.4471,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,青海,0.1796,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,宁夏,0.6187,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,新疆,0.6021,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子（不包括市场化交易的非化石能源电量） > 全国电力平均二氧化碳排放因子（不包括市场化交易的非化石能源电量）,全国电力平均二氧化碳排放因子（不包括市场化交易的非化石能源电量）,全国,0.6096,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 工业其他行业 > 净购入电力与热力 > 电力消费 > 化石能源电力二氧化碳排放因子 > 全国化石能源电力二氧化碳排放因子,全国化石能源电力二氧化碳排放因子,全国,0.8273,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
交通运输、仓储和邮政业 > 水运企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,柴油,74.1,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
交通运输、仓储和邮政业 > 水运企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,燃料油,77.4,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
交通运输、仓储和邮政业 > 水运企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,液化石油气,63.1,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
交通运输、仓储和邮政业 > 水运企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,柴油,7,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
交通运输、仓储和邮政业 > 水运企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,燃料油,7,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
交通运输、仓储和邮政业 > 水运企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,液化石油气,7,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
交通运输、仓储和邮政业 > 水运企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,柴油,2,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
交通运输、仓储和邮政业 > 水运企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,燃料油,2,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
交通运输、仓储和邮政业 > 水运企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,液化石油气,2,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 全国电力平均二氧化碳排放因子,全国电力平均二氧化碳排放因子,全国,0.5306,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华北,0.6361,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,东北,0.5122,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华东,0.5500 ,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华中,0.5271,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,西北,0.5543,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,南方,0.4042,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,西南,0.2472,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,北京,0.5554,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,天津,0.6796,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,河北,0.6516,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,山西,0.6634,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,内蒙古,0.6479,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,辽宁,0.4878,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,吉林,0.4671,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,黑龙江,0.5229,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
交通运输、仓储和邮政业 > 水运企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,上海,0.5737,2023年因子 (kgCO₂/kWh),"本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
"
