product_name,product_name_en,product_id,category,model,cf_value,cf_unit,quality_score,data_year,functional_unit
氧化铝-烧结法,Aluminum-sinter,41432X0032011A,首页 > 金属制品、机械和设备 > 基础金属 > 未锻造的铜、镍、铝、氧化铝、铅、锌和锡 > 氧化铝（铝的氧化物），人造刚玉除外,,0.122369,tCO2e,4,2011,公吨
氧化铝（拜耳法）,Alumina (Bayer method),41432X0042011A,首页 > 金属制品、机械和设备 > 基础金属 > 未锻造的铜、镍、铝、氧化铝、铅、锌和锡 > 氧化铝（铝的氧化物），人造刚玉除外,,2.165,tCO2e,4,2011,kg
氧化铝-混联法,Alumina-mixed process,41432X0022011A,首页 > 金属制品、机械和设备 > 基础金属 > 未锻造的铜、镍、铝、氧化铝、铅、锌和锡 > 氧化铝（铝的氧化物），人造刚玉除外,,3.75,tCO2e,4,2011,公吨
熔铸锆刚玉,Fused ZirconiaI Alumina,41432X0012021B,首页 > 金属制品、机械和设备 > 基础金属 > 未锻造的铜、镍、铝、氧化铝、铅、锌和锡 > 氧化铝（铝的氧化物），人造刚玉除外,氧化法熔铸AZS系列锆刚玉,12.66,tCO2e,3,2021,公吨
氧化铝生产,Aluminum oxide production,41432X0092018A,首页 > 金属制品、机械和设备 > 基础金属 > 未锻造的铜、镍、铝、氧化铝、铅、锌和锡 > 氧化铝（铝的氧化物），人造刚玉除外,,1304.8,kgCO2e,5,2018,公吨
硫酸镍,nickel sulfate,41421X0012021A,首页 > 金属制品、机械和设备 > 基础金属 > 未锻造的铜、镍、铝、氧化铝、铅、锌和锡 > 镍锍、氧化镍渣及冶炼镍时所产生的其他中间产品,,74.6,kgCO2e,4,2021,kg
铁制品,iron products,41243X0012017A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,,2.29,tCO2e,4,2017,公吨
钢制品,steel products,41243X0022017A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,,2.3,tCO2e,5,2017,公吨
热轧盘条,hot rolled wire rod,41243X0072021B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,,1640,kgCO2e,4,2021,公吨
不锈钢丝制品,Stainless steel wire ,41243X0082024A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,,2.56,kgCO2e,3,2024,kg
钢铁产品-热轧铁或非合金钢平板轧材,Iron or steel products-Flat-rolled products of iron or non-alloy steel,41243X0092022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,未包、镀或涂层，宽度在600毫米及以上,2.28,tCO2e,5,2022,公吨
钢铁产品-铁或非合金钢平板轧材,Iron or steel products-Flat-rolled products of iron or non-alloy steel,41243X0102022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,宽度大于等于 600 毫米，冷轧（冷减），未包、镀或涂层,2.39,tCO2e,5,2022,公吨
钢铁产品-铁或非合金钢平板轧材,Iron or steel products-Flat-rolled products of iron or non-alloy steel,41243X0112022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,宽度大于或等于 600 毫米，包覆、电镀或涂层,2.35,tCO2e,5,2022,公吨
钢铁产品-铁或非合金钢平板轧材,Iron or steel products-Flat-rolled products of iron or non-alloy steel,41243X0122022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,宽度小于 600 毫米，未包覆、镀层或涂层，,2.28,tCO2e,5,2022,公吨
钢铁产品-铁或非合金钢平板轧材-含碳量低于 0.25%或其他,"Iron or steel products-Flat-rolled products of iron or non-alloy steel-Containing by weight less than 0,25 % of carbon or others",41243X0132022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,,2.39,tCO2e,5,2022,公吨
钢铁产品-热轧的铁或非合金钢的不规则棒材和杆材,"Iron or steel products-Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel",41243X0142022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,,2.21,tCO2e,5,2022,公吨
钢铁产品-经锻造的铁或非合金钢的棒材和杆材,Iron or steel products-Forged Bars and rods of iron or non-alloy steel,41243X0152022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,锻造   CN7214 10 00 ,3.27,tCO2e,5,2022,公吨
钢铁产品-经锻造的铁或非合金钢的棒材和杆材,Iron or steel products-Forged Bars and rods of iron or non-alloy steel,41243X0162022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,,2.21,tCO2e,5,2022,公吨
钢铁产品-其他合金钢热轧条杆、不规则卷材,"Iron or steel products-Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel",41243X0172022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,,2.43,tCO2e,5,2022,公吨
钢铁产品-其他合金钢棒材和杆材；其他合金钢角钢、型钢和型材；合金钢或非合金钢空心钻杆和钻杆,"Iron or steel products-Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel",41243X0182022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,,2.43,tCO2e,5,2022,公吨
钢铁产品-其他合金钢棒材和杆材；其他合金钢角钢、型钢和型材；合金钢或非合金钢空心钻杆和钻杆,"Iron or steel products-Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel",41243X0192022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,除锻造外未经进一步加工的其他棒材和杆材,3.2,tCO2e,5,2022,公吨
盘条,Wire rod,41243X0202025C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的不锈钢或其他合金钢的条材和棒材,,2135.7,kgCO2e,5,2025,公吨
钢铁产品-经热轧的不规则的棒材和杆材,"Iron or steel products-Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel",41241X0012022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的铁或非合金钢的条材和棒材,,4.3,tCO2e,5,2022,公吨
钢铁产品-其他不锈钢棒材和杆材，不锈钢角材、型材和断面材,"Iron or steel products-Other bars and rods of stainless steel; angles, shapes and sections of stainless steel",41241X0022022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的铁或非合金钢的条材和棒材,,4.3,tCO2e,5,2022,公吨
钢铁产品-其他不锈钢棒材和杆材，不锈钢角材、型材和断面材,"Iron or steel products-Other bars and rods of stainless steel; angles, shapes and sections of stainless steel",41241X0032022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 不规则盘绕的、经热轧的铁或非合金钢的条材和棒材,Other bars and rods 其他棒材和杆材,4.61,tCO2e,5,2022,公吨
不锈钢管道,Stainless steel pipeline,41283X0012021A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 其他无缝的钢管或中空型材,,1.889,tCO2e,5,2021,公吨
钢铁产品-其他截面为圆形，外径超过 406.4 毫米的铁或钢管,"Iron or steel products-Other tubes and pipes, having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",41283X0022022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 其他无缝的钢管或中空型材,,2.39,tCO2e,5,2022,公吨
钢铁产品-铁或钢的管或管接头,Iron or steel products-Tube or pipe fittings of iron or steel,41283X0032022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 其他无缝的钢管或中空型材,,3.11,tCO2e,5,2022,公吨
钢铁产品-铁或钢的管或管接头,Iron or steel products-Tube or pipe fittings of iron or steel,41283X0042022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 其他无缝的钢管或中空型材,,1.66,tCO2e,5,2022,公吨
钢铁产品-铁或钢的管或管接头,Iron or steel products-Tube or pipe fittings of iron or steel,41283X0052022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 其他无缝的钢管或中空型材,,2.3,tCO2e,5,2022,公吨
钢铁产品-铁或钢的管或管接头,Iron or steel products-Tube or pipe fittings of iron or steel,41283X0062022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 其他无缝的钢管或中空型材,,2.21,tCO2e,5,2022,公吨
焊接钢管,Welded steel pipes,41283X0072025C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 其他无缝的钢管或中空型材,,2530,kgCO2e,5,2025,公吨
普通碳钢（市场平均）,carbon steel,41232X0092022C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延不锈钢（经进一步加工的）,,2050,kgCO2e,5,2022,公吨
奥氏体不锈钢冷轧板,Austenitic stainless steel cold rolled plate,41232X0072020B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延不锈钢（经进一步加工的）,奥氏体不锈钢冷轧板,3125,kgCO2e,3,2020,公吨
钢铁产品-不锈钢丝,Iron or steel products-Wire of stainless steel,41232X0082022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延不锈钢（经进一步加工的）,,4.49,tCO2e,5,2022,公吨
不锈钢建筑型材,Stainless Steel Architectural Profiles,41232X0102025C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延不锈钢（经进一步加工的）,,4186,kgCO2e,5,2025,公吨
汽车钢板（短流程工艺，EAF）,"Automotive Steel Sheet (Short Process, EAF)",41223X0012022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延合金钢（已冷轧而未进一步加工的宽度为600毫米或600毫米以上的合金钢压延产品，电硅钢或高速钢产品除外）,,1054.9,kgCO2e,5,2022,公吨
厚钢板,Thick steel plate,41213X0032021B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延合金钢（已热轧而未进一步加工的宽度为600毫米或600毫米以上的合金钢的压延产品，电硅钢或高速钢产品除外）,,2340,kgCO2e,3,2021,公吨
厚钢板,thick steel plate,41213X0042021B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延合金钢（已热轧而未进一步加工的宽度为600毫米或600毫米以上的合金钢的压延产品，电硅钢或高速钢产品除外）,,2310,kgCO2e,3,2021,公吨
厚钢板,thick steel plate,41213X0052022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延合金钢（已热轧而未进一步加工的宽度为600毫米或600毫米以上的合金钢的压延产品，电硅钢或高速钢产品除外）,,2069,kgCO2e,4,2022,公吨
汽车钢板（长流程工艺，BF-BOF）,"Automotive Steel Sheet (Long process, BF-BOF)",41221X0012022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度为600毫米或600毫米以上的非合金钢的压延产品）,,2111.7,kgCO2e,4,2022,公吨
帘线钢产品,Cord steel products,41221X0032022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度为600毫米或600毫米以上的非合金钢的压延产品）,1000kg,3000,kgCO2e,5,2022,公吨
连续热镀锌钢板及钢带,Continuous hot-dip galvanized steel sheet and strip,41221X0042023B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度为600毫米或600毫米以上的非合金钢的压延产品）,1000kg,2550,kgCO2e,5,2023,公吨
冷轧钢板及钢带,Cold-rolled steel plate and strip,41221X0052021B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度为600毫米或600毫米以上的非合金钢的压延产品）,1000kg,2572,kgCO2e,5,2021,公吨
钢铁产品-宽度大于等于 600 毫米的不锈钢平板轧材,"Iron or steel products-Flat-rolled products of stainless steel, of a width of 600 mm or more·",41221X0072022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度为600毫米或600毫米以上的非合金钢的压延产品）,,4.08,tCO2e,5,2022,公吨
钢铁产品-宽度大于等于 600 毫米的不锈钢平板轧材,"Iron or steel products-Flat-rolled products of stainless steel, of a width of 600 mm or more·",41221X0082022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度为600毫米或600毫米以上的非合金钢的压延产品）,,4.19,tCO2e,5,2022,公吨
冷轧钢板及钢带,cold rolled plate&strip,41222X0012022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度在600毫米以下的非合金钢压延产品）,,2.572,tCO2e,4,2022,公吨
汽车用冷轧钢带,Cold-rolled steel strip for automobiles,41222X0032022C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度在600毫米以下的非合金钢压延产品）,"汽车用冷轧钢带具有低屈服、高伸长率、高n值及r值的特性，特别适合材料深拉延成型, 显微组织为100%F，具备无时效特性及 更好的延展性和抗凹性。",2.69,tCO2e,5,2022,公吨
汽车用罩式退火冷轧钢带,Hood-annealed cold-rolled steel strip  products for automotive application,41222X0042022C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度在600毫米以下的非合金钢压延产品）,厚度规格范围 0.40mm~3.00mm、宽度规格范围780mm~1900mm。,3.002,tCO2e,5,2022,公吨
马氏体不锈钢冷轧钢板及钢带,"Martensitic stainless steel, cold-rolled steel plate and steel strip",41222X0052021C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度在600毫米以下的非合金钢压延产品）,产品包括NO.1产品、2B产品、Ht产品等，NO.1产品厚度2.5mm-6.0mm，宽度900mm-1530mm；2B/Ht产品厚度0.3mm-3.0mm，宽度900mm-1530mm,4.48,tCO2e,5,2021,公吨
热连轧钢板及钢带,hot continuous rolling steel sheet and strip,41222X0062021B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度在600毫米以下的非合金钢压延产品）,,2270,kgCO2e,4,2021,公吨
钢铁产品-宽度小于 600 毫米的不锈钢平板轧材,"Iron or steel products-Flat-rolled products stainless steel, of a width of less than 600 mm",41222X0072022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度在600毫米以下的非合金钢压延产品）,,4.08,tCO2e,5,2022,公吨
钢铁产品-宽度小于 600 毫米的不锈钢平板轧材,"Iron or steel products-Flat-rolled products stainless steel, of a width of less than 600 mm",41222X0082022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已冷轧而未进一步加工的宽度在600毫米以下的非合金钢压延产品）,除冷轧（冷还原）外，未经进一步加工,4.19,tCO2e,5,2022,公吨
热连轧钢板及钢带,hot rolled plate&strip,41212X0022023B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,,2.3,tCO2e,5,2023,公吨
热连轧钢板及钢带,Hot continuous rolling steel plate and steel strip,41212X0112021C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,厚度范围0.8mm～25.4mm，宽度800mm～2050mm尺寸全覆盖。,2.27,tCO2e,5,2021,公吨
厚钢板,Thick steel plates,41212X0122022C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,产品规格：厚度范围为6mm-150mm，宽度范围为1500mm-4100mm，长度范围为3000mm-24000mm。,2.42,tCO2e,5,2022,公吨
厚钢板,Thick steel plates,41212X0132022C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,沙钢厚钢板产品包括：船板钢、桥梁钢、风塔钢、高强钢、管线钢、模具钢、容器钢、耐磨钢、高建钢、结构钢等。,2.069,tCO2e,5,2022,公吨
彩色涂层钢带,Color-coated steel strip,41212X0142022C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,产品厚度为0.22mm～2.0mm，面漆种类包括聚酯、硅改性聚酯、高耐久性聚酯、聚偏氟乙烯等，基板种类包括普 冷、热镀锌、热镀铝锌、热镀锌铝镁、热镀铝锌镁等。基板表面预处理类型主要为无铬化学预处理,3.19,tCO2e,5,2022,公吨
钢轨,rail,41212X0152022C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,37.2kg/m～75kg/m、强度级别 800Mpa～1400Mpa、定尺长度9m～100m的系列钢轨,2.62,tCO2e,5,2022,公吨
厚钢板,Steel Plate,41212X0162022C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,厚度范围为6mm～50mm，宽度范围为1600mm-3250mm,2.55,tCO2e,5,2022,公吨
热轧钢带,Hot rolled steel strip,41212X0172022C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,宝钢集团新疆八一钢铁有限公司生产的热轧钢带,2.5,tCO2e,5,2022,公吨
热镀锌IF钢,Hot-dip galvanized IF steel,41212X0182021C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,厚度范围0.4mm-2.5mm，宽度范围800mm-1870mm。DC52D+Z、DC53D+Z、DC54D+Z、DC56D+Z、DC57D+Z,2.828,tCO2e,5,2021,公吨
碳素结构钢热轧钢板及钢带,"Carbon structural steel, hot-rolled steel plate and steel strip",41212X0192021C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,产品厚度范围为1.2mm~19mm×1000mm~1620mm,2.4,tCO2e,5,2021,公吨
桥梁结构用厚钢板,Thick steel plates are used for bridge structures,41212X0202021C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,产品厚度范围为8mm~80mm×2000mm~3600mm,2.38,tCO2e,5,2021,公吨
稀土耐磨钢,Rare earth wear-resistant steel,41212X0212021C,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,精品板材，产品厚度范围16mm-60mm,2.676,tCO2e,5,2021,公吨
热连轧钢板及钢带,hot continuous rolling steel sheet and strip,41212X0222020B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,,2293,kgCO2e,4,2020,公吨
热连轧钢板及钢带,hot continuous rolling steel sheet and strip,41212X0232020B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,,1090,kgCO2e,4,2020,公吨
热连轧钢板及钢带,hot continuous rolling steel sheet and strip,41212X0242022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,,2280,kgCO2e,3,2022,公吨
热连轧钢板及钢带,hot continuous rolling steel sheet and strip,41212X0252023B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（已热轧而未进一步加工的宽度在600毫米以下的非合金钢的压延产品）,,2158,kgCO2e,4,2023,公吨
热浸镀锌钢卷,Hot dip galvanized steel coil,41231X0022022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,1000kg,3020,kgCO2e,4,2022,公吨
热镀锌铝镁（低铝） 合金镀层钢板及钢带,Hot-dip galvanized aluminum-magnesium (low aluminum) alloy coated steel sheet and strip,41231X0032023B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,1000kg,2660,kgCO2e,5,2023,公吨
热镀铝锌钢带,Hot-dip aluminum-zinc steel strip,41231X0042023B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,1000kg,2890,kgCO2e,5,2023,公吨
全工艺冷轧无取向电工钢钢带,Cold-rolled non-oriented electrical steel strip,41231X0052023B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,1000kg,3020,kgCO2e,5,2023,公吨
汽车用冷轧钢带,Cold-rolled steel strips for automobiles,41231X0062022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,1000kg,2690,kgCO2e,5,2022,公吨
冷轧热浸镀锌钢板及钢带,Cold-rolled hot-dip galvanized steel sheet and strip,41231X0072022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,1000kg,2600,kgCO2e,5,2022,公吨
冷轧连续退火钢板及钢带,Cold rolled continuously annealed steel sheet and strip,41231X0082022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,1000kg,2570,kgCO2e,5,2022,公吨
冷轧连退钢板及钢带,Cold-rolled strip and strip,41231X0092022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,1000kg,2530,kgCO2e,5,2022,公吨
冷轧钢板及钢带,Cold-rolled steel plate and strip,41231X0102022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,1000kg,2600,kgCO2e,5,2022,公吨
冷轧钢板及钢带,Cold-rolled steel plate and strip,41231X0112021B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,1000kg,2940,kgCO2e,5,2021,公吨
热轧型钢,hot rolled section steel,41231X0122022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,2050,kgCO2e,3,2022,公吨
热轧酸洗钢带,Hot rolled pickling steel strip,41231X0132021B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,2650,kgCO2e,3,2021,公吨
热轧酸洗钢板及钢带,Hot rolled pickling steel sheet and strip,41231X0142022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,2320,kgCO2e,3,2022,公吨
热轧酸洗钢板及钢带,Hot rolled pickling steel sheet and strip,41231X0152022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,2343,kgCO2e,4,2022,公吨
厚钢板,thick steel plate,41231X0162022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,2550,kgCO2e,3,2022,公吨
高强度热轧带肋钢筋,High strength hot rolled ribbed steel bars,41231X0172022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,2200,kgCO2e,3,2022,公吨
钢轨,Rail,41231X0182022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,2620,kgCO2e,3,2022,1000kg 钢轨
低碳钢热轧圆盘条,Mild steel hot rolled round wire rod,41231X0192022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,2150,kgCO2e,3,2022,公吨
低合金结构用热连轧钢板及钢带,Hot rolled steel plates and strips for low alloy structures,41231X0202022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,2260,kgCO2e,3,2022,公吨
氮气,Nitrogen,41231X0212022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,90.8,gCO2e,4,2022,1000立方米
低合金结构用厚钢板,Thick steel plates for low alloy structures,41231X0222022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,2440,kgCO2e,3,2022,公吨
彩色涂层钢带,Color coated steel strip,41231X0232022B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 压延非合金钢（非合金钢的其他压延产品，经金属包覆、镀或涂的）,,3190,kgCO2e,4,2022,公吨
钢丝,Steel wire,41267X0012020A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 合金钢丝,,2.46,kgCO2e,4,2020,kg
钢铁产品-其他合金钢线材,Iron or steel products-Wire of other alloy steel,41267X0022022A,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 合金钢丝,,2.59,tCO2e,5,2022,公吨
大H型钢,Large H-shaped steel,41251X0072021B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 已热轧、热拉或热挤压而未进一步加工的铁或非合金钢的角铁或角钢、型铁或型钢,,2404,kgCO2e,4,2021,公吨
热轧钢筋（带肋、光圆）,"hot rolled steel bar (ribbed, rounded)",41251X0082021B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 已热轧、热拉或热挤压而未进一步加工的铁或非合金钢的角铁或角钢、型铁或型钢,,2170,kgCO2e,4,2021,公吨
热轧钢筋（带肋、光圆）,"hot rolled steel bar (ribbed, rounded)",41251X0092021B,首页 > 金属制品、机械和设备 > 基础金属 > 钢铁制品 > 已热轧、热拉或热挤压而未进一步加工的铁或非合金钢的角铁或角钢、型铁或型钢,,2170,kgCO2e,4,2021,公吨
